"gene","seqid","type"
"ENSMUSG00000117681","19","pseudogene"
"ENSMUSG00000117682","19","pseudogene"
"ENSMUSG00000117683","18","pseudogene"
"ENSMUSG00000117684","19","ncRNA_gene"
"ENSMUSG00000117685","19","ncRNA_gene"
"ENSMUSG00000117686","18","pseudogene"
"ENSMUSG00000117687","19","ncRNA_gene"
"ENSMUSG00000117688","18","pseudogene"
"ENSMUSG00000117689","18","pseudogene"
"ENSMUSG00000117690","19","ncRNA_gene"
"ENSMUSG00000117691","19","pseudogene"
"ENSMUSG00000117692","19","ncRNA_gene"
"ENSMUSG00000117693","19","pseudogene"
"ENSMUSG00000117694","18","gene"
"ENSMUSG00000117695","19","ncRNA_gene"
"ENSMUSG00000117696","19","ncRNA_gene"
"ENSMUSG00000117697","19","pseudogene"
"ENSMUSG00000117698","19","ncRNA_gene"
"ENSMUSG00000117699","19","pseudogene"
"ENSMUSG00000117700","19","pseudogene"
"ENSMUSG00000117701","18","ncRNA_gene"
"ENSMUSG00000117702","19","ncRNA_gene"
"ENSMUSG00000117703","19","ncRNA_gene"
"ENSMUSG00000117704","19","gene"
"ENSMUSG00000117705","19","pseudogene"
"ENSMUSG00000117706","19","pseudogene"
"ENSMUSG00000117707","19","ncRNA_gene"
"ENSMUSG00000117708","18","pseudogene"
"ENSMUSG00000117709","18","pseudogene"
"ENSMUSG00000117710","19","ncRNA_gene"
"ENSMUSG00000117711","19","pseudogene"
"ENSMUSG00000117712","18","pseudogene"
"ENSMUSG00000117713","18","ncRNA_gene"
"ENSMUSG00000117714","18","pseudogene"
"ENSMUSG00000117715","18","ncRNA_gene"
"ENSMUSG00000117717","18","ncRNA_gene"
"ENSMUSG00000117718","19","ncRNA_gene"
"ENSMUSG00000117719","18","ncRNA_gene"
"ENSMUSG00000117720","19","pseudogene"
"ENSMUSG00000117721","18","ncRNA_gene"
"ENSMUSG00000117722","18","pseudogene"
"ENSMUSG00000117723","19","pseudogene"
"ENSMUSG00000117724","18","pseudogene"
"ENSMUSG00000117725","17","ncRNA_gene"
"ENSMUSG00000117726","18","pseudogene"
"ENSMUSG00000117727","18","ncRNA_gene"
"ENSMUSG00000117728","19","ncRNA_gene"
"ENSMUSG00000117729","19","pseudogene"
"ENSMUSG00000117730","18","pseudogene"
"ENSMUSG00000117731","18","ncRNA_gene"
"ENSMUSG00000117733","18","ncRNA_gene"
"ENSMUSG00000117734","18","gene"
"ENSMUSG00000117735","18","pseudogene"
"ENSMUSG00000117736","18","ncRNA_gene"
"ENSMUSG00000117737","18","ncRNA_gene"
"ENSMUSG00000117738","19","pseudogene"
"ENSMUSG00000117739","19","ncRNA_gene"
"ENSMUSG00000117740","19","pseudogene"
"ENSMUSG00000117741","17","ncRNA_gene"
"ENSMUSG00000117742","18","gene"
"ENSMUSG00000117743","19","ncRNA_gene"
"ENSMUSG00000117744","7","gene"
"ENSMUSG00000117745","18","ncRNA_gene"
"ENSMUSG00000117746","19","pseudogene"
"ENSMUSG00000117747","18","pseudogene"
"ENSMUSG00000117748","8","gene"
"ENSMUSG00000117749","17","gene"
"ENSMUSG00000117750","18","ncRNA_gene"
"ENSMUSG00000117751","18","gene"
"ENSMUSG00000117752","19","ncRNA_gene"
"ENSMUSG00000117753","18","pseudogene"
"ENSMUSG00000117754","18","pseudogene"
"ENSMUSG00000117755","19","pseudogene"
"ENSMUSG00000117756","19","pseudogene"
"ENSMUSG00000117757","18","ncRNA_gene"
"ENSMUSG00000117758","19","ncRNA_gene"
"ENSMUSG00000117759","18","pseudogene"
"ENSMUSG00000117760","17","ncRNA_gene"
"ENSMUSG00000117761","19","pseudogene"
"ENSMUSG00000117762","18","ncRNA_gene"
"ENSMUSG00000117763","19","ncRNA_gene"
"ENSMUSG00000117764","18","ncRNA_gene"
"ENSMUSG00000117765","18","pseudogene"
"ENSMUSG00000117766","18","gene"
"ENSMUSG00000117767","18","pseudogene"
"ENSMUSG00000117768","19","ncRNA_gene"
"ENSMUSG00000117769","18","pseudogene"
"ENSMUSG00000117770","19","ncRNA_gene"
"ENSMUSG00000117771","19","pseudogene"
"ENSMUSG00000117772","17","ncRNA_gene"
"ENSMUSG00000117773","19","ncRNA_gene"
"ENSMUSG00000117774","19","pseudogene"
"ENSMUSG00000117775","18","ncRNA_gene"
"ENSMUSG00000117777","18","pseudogene"
"ENSMUSG00000117778","18","ncRNA_gene"
"ENSMUSG00000117779","19","pseudogene"
"ENSMUSG00000117780","18","ncRNA_gene"
"ENSMUSG00000117781","18","gene"
"ENSMUSG00000117782","19","pseudogene"
"ENSMUSG00000117783","18","ncRNA_gene"
"ENSMUSG00000117784","13","pseudogene"
"ENSMUSG00000117785","19","pseudogene"
"ENSMUSG00000117786","17","ncRNA_gene"
"ENSMUSG00000117787","18","pseudogene"
"ENSMUSG00000117788","19","pseudogene"
"ENSMUSG00000117789","19","gene"
"ENSMUSG00000117790","19","ncRNA_gene"
"ENSMUSG00000117791","17","ncRNA_gene"
"ENSMUSG00000117792","18","ncRNA_gene"
"ENSMUSG00000117793","19","pseudogene"
"ENSMUSG00000117794","17","ncRNA_gene"
"ENSMUSG00000117795","18","pseudogene"
"ENSMUSG00000117796","19","ncRNA_gene"
"ENSMUSG00000117797","18","ncRNA_gene"
"ENSMUSG00000117798","18","ncRNA_gene"
"ENSMUSG00000117799","17","ncRNA_gene"
"ENSMUSG00000117800","19","ncRNA_gene"
"ENSMUSG00000117801","18","pseudogene"
"ENSMUSG00000117802","18","pseudogene"
"ENSMUSG00000117803","19","pseudogene"
"ENSMUSG00000117804","19","pseudogene"
"ENSMUSG00000117805","18","ncRNA_gene"
"ENSMUSG00000117806","19","pseudogene"
"ENSMUSG00000117807","19","pseudogene"
"ENSMUSG00000117808","18","gene"
"ENSMUSG00000117809","1","gene"
"ENSMUSG00000117810","18","pseudogene"
"ENSMUSG00000117811","18","ncRNA_gene"
"ENSMUSG00000117812","18","pseudogene"
"ENSMUSG00000117813","18","pseudogene"
"ENSMUSG00000117814","19","ncRNA_gene"
"ENSMUSG00000117815","18","ncRNA_gene"
"ENSMUSG00000117816","18","pseudogene"
"ENSMUSG00000117817","18","ncRNA_gene"
"ENSMUSG00000117818","17","ncRNA_gene"
"ENSMUSG00000117819","17","gene"
"ENSMUSG00000117820","19","pseudogene"
"ENSMUSG00000117821","19","pseudogene"
"ENSMUSG00000117822","19","pseudogene"
"ENSMUSG00000117823","19","ncRNA_gene"
"ENSMUSG00000117824","18","ncRNA_gene"
"ENSMUSG00000117825","18","pseudogene"
"ENSMUSG00000117826","18","pseudogene"
"ENSMUSG00000117827","19","ncRNA_gene"
"ENSMUSG00000117828","18","pseudogene"
"ENSMUSG00000117829","17","ncRNA_gene"
"ENSMUSG00000117830","18","pseudogene"
"ENSMUSG00000117831","18","pseudogene"
"ENSMUSG00000117832","18","pseudogene"
"ENSMUSG00000117833","19","pseudogene"
"ENSMUSG00000117834","19","pseudogene"
"ENSMUSG00000117835","17","ncRNA_gene"
"ENSMUSG00000117836","13","pseudogene"
"ENSMUSG00000117837","19","ncRNA_gene"
"ENSMUSG00000117838","18","ncRNA_gene"
"ENSMUSG00000117839","19","ncRNA_gene"
"ENSMUSG00000117840","18","ncRNA_gene"
"ENSMUSG00000117841","18","ncRNA_gene"
"ENSMUSG00000117842","18","ncRNA_gene"
"ENSMUSG00000117843","18","pseudogene"
"ENSMUSG00000117844","18","pseudogene"
"ENSMUSG00000117845","19","pseudogene"
"ENSMUSG00000117846","18","pseudogene"
"ENSMUSG00000117847","18","ncRNA_gene"
"ENSMUSG00000117848","19","ncRNA_gene"
"ENSMUSG00000117849","18","pseudogene"
"ENSMUSG00000117850","19","pseudogene"
"ENSMUSG00000117851","18","pseudogene"
"ENSMUSG00000117852","18","ncRNA_gene"
"ENSMUSG00000117853","7","gene"
"ENSMUSG00000117854","18","pseudogene"
"ENSMUSG00000117855","18","pseudogene"
"ENSMUSG00000117856","19","pseudogene"
"ENSMUSG00000117857","18","pseudogene"
"ENSMUSG00000117858","17","gene"
"ENSMUSG00000117859","19","ncRNA_gene"
"ENSMUSG00000117860","18","ncRNA_gene"
"ENSMUSG00000117861","19","ncRNA_gene"
"ENSMUSG00000117862","19","pseudogene"
"ENSMUSG00000117863","7","gene"
"ENSMUSG00000117864","18","ncRNA_gene"
"ENSMUSG00000117865","19","ncRNA_gene"
"ENSMUSG00000117866","18","pseudogene"
"ENSMUSG00000117867","19","ncRNA_gene"
"ENSMUSG00000117868","18","ncRNA_gene"
"ENSMUSG00000117869","18","ncRNA_gene"
"ENSMUSG00000117870","18","ncRNA_gene"
"ENSMUSG00000117871","19","ncRNA_gene"
"ENSMUSG00000117872","17","ncRNA_gene"
"ENSMUSG00000117873","19","gene"
"ENSMUSG00000117874","18","gene"
"ENSMUSG00000117875","18","pseudogene"
"ENSMUSG00000117876","18","ncRNA_gene"
"ENSMUSG00000117877","19","pseudogene"
"ENSMUSG00000117878","19","ncRNA_gene"
"ENSMUSG00000117879","17","ncRNA_gene"
"ENSMUSG00000117880","19","ncRNA_gene"
"ENSMUSG00000117881","18","ncRNA_gene"
"ENSMUSG00000117882","18","pseudogene"
"ENSMUSG00000117883","19","pseudogene"
"ENSMUSG00000117884","18","pseudogene"
"ENSMUSG00000117885","18","ncRNA_gene"
"ENSMUSG00000117886","19","pseudogene"
"ENSMUSG00000117887","18","pseudogene"
"ENSMUSG00000117888","18","ncRNA_gene"
"ENSMUSG00000117889","18","ncRNA_gene"
"ENSMUSG00000117890","19","ncRNA_gene"
"ENSMUSG00000117891","18","ncRNA_gene"
"ENSMUSG00000117892","18","ncRNA_gene"
"ENSMUSG00000117893","19","ncRNA_gene"
"ENSMUSG00000117894","18","pseudogene"
"ENSMUSG00000117895","18","ncRNA_gene"
"ENSMUSG00000117896","19","ncRNA_gene"
"ENSMUSG00000117897","19","gene"
"ENSMUSG00000117898","18","pseudogene"
"ENSMUSG00000117899","17","ncRNA_gene"
"ENSMUSG00000117900","19","ncRNA_gene"
"ENSMUSG00000117901","19","ncRNA_gene"
"ENSMUSG00000117902","18","ncRNA_gene"
"ENSMUSG00000117903","17","pseudogene"
"ENSMUSG00000117904","18","pseudogene"
"ENSMUSG00000117905","19","ncRNA_gene"
"ENSMUSG00000117906","18","pseudogene"
"ENSMUSG00000117907","18","ncRNA_gene"
"ENSMUSG00000117908","18","pseudogene"
"ENSMUSG00000117909","19","ncRNA_gene"
"ENSMUSG00000117910","18","pseudogene"
"ENSMUSG00000117911","19","ncRNA_gene"
"ENSMUSG00000117912","19","ncRNA_gene"
"ENSMUSG00000117913","18","ncRNA_gene"
"ENSMUSG00000117914","19","ncRNA_gene"
"ENSMUSG00000117915","18","ncRNA_gene"
"ENSMUSG00000117916","17","ncRNA_gene"
"ENSMUSG00000117917","18","pseudogene"
"ENSMUSG00000117918","18","pseudogene"
"ENSMUSG00000117919","18","ncRNA_gene"
"ENSMUSG00000117920","19","pseudogene"
"ENSMUSG00000117921","19","ncRNA_gene"
"ENSMUSG00000117922","18","ncRNA_gene"
"ENSMUSG00000117923","18","ncRNA_gene"
"ENSMUSG00000117924","19","gene"
"ENSMUSG00000117925","17","pseudogene"
"ENSMUSG00000117926","18","ncRNA_gene"
"ENSMUSG00000117927","19","ncRNA_gene"
"ENSMUSG00000117928","19","pseudogene"
"ENSMUSG00000117929","18","pseudogene"
"ENSMUSG00000117930","19","gene"
"ENSMUSG00000117931","19","pseudogene"
"ENSMUSG00000117932","18","pseudogene"
"ENSMUSG00000117933","18","pseudogene"
"ENSMUSG00000117934","19","pseudogene"
"ENSMUSG00000117935","19","pseudogene"
"ENSMUSG00000117936","18","pseudogene"
"ENSMUSG00000117937","19","pseudogene"
"ENSMUSG00000117938","19","pseudogene"
"ENSMUSG00000117939","19","pseudogene"
"ENSMUSG00000117940","18","pseudogene"
"ENSMUSG00000117941","19","ncRNA_gene"
"ENSMUSG00000117942","18","gene"
"ENSMUSG00000117943","18","gene"
"ENSMUSG00000117944","19","pseudogene"
"ENSMUSG00000117945","19","pseudogene"
"ENSMUSG00000117946","19","pseudogene"
"ENSMUSG00000117947","17","gene"
"ENSMUSG00000117948","18","pseudogene"
"ENSMUSG00000117949","18","pseudogene"
"ENSMUSG00000117950","19","ncRNA_gene"
"ENSMUSG00000117951","19","pseudogene"
"ENSMUSG00000117952","19","ncRNA_gene"
"ENSMUSG00000117953","19","pseudogene"
"ENSMUSG00000117955","19","gene"
"ENSMUSG00000117956","19","ncRNA_gene"
"ENSMUSG00000117957","19","ncRNA_gene"
"ENSMUSG00000117958","19","pseudogene"
"ENSMUSG00000117959","19","ncRNA_gene"
"ENSMUSG00000117960","18","ncRNA_gene"
"ENSMUSG00000117961","18","ncRNA_gene"
"ENSMUSG00000117962","17","pseudogene"
"ENSMUSG00000117963","18","pseudogene"
"ENSMUSG00000117964","19","ncRNA_gene"
"ENSMUSG00000117965","10","gene"
"ENSMUSG00000117966","19","gene"
"ENSMUSG00000117967","19","pseudogene"
"ENSMUSG00000117968","18","ncRNA_gene"
"ENSMUSG00000117969","18","pseudogene"
"ENSMUSG00000117970","18","ncRNA_gene"
"ENSMUSG00000117971","18","pseudogene"
"ENSMUSG00000117972","19","pseudogene"
"ENSMUSG00000117973","19","ncRNA_gene"
"ENSMUSG00000117974","17","pseudogene"
"ENSMUSG00000117975","19","gene"
"ENSMUSG00000117976","18","ncRNA_gene"
"ENSMUSG00000117977","18","ncRNA_gene"
"ENSMUSG00000117978","19","pseudogene"
"ENSMUSG00000117979","19","ncRNA_gene"
"ENSMUSG00000117980","17","gene"
"ENSMUSG00000117981","19","ncRNA_gene"
"ENSMUSG00000117982","18","gene"
"ENSMUSG00000117983","18","gene"
"ENSMUSG00000117984","18","ncRNA_gene"
"ENSMUSG00000117985","18","ncRNA_gene"
"ENSMUSG00000117986","18","pseudogene"
"ENSMUSG00000117987","17","ncRNA_gene"
"ENSMUSG00000117988","19","pseudogene"
"ENSMUSG00000117989","19","pseudogene"
"ENSMUSG00000117990","19","ncRNA_gene"
"ENSMUSG00000117991","19","ncRNA_gene"
"ENSMUSG00000117992","18","ncRNA_gene"
"ENSMUSG00000117993","18","ncRNA_gene"
"ENSMUSG00000117994","18","ncRNA_gene"
"ENSMUSG00000117995","19","ncRNA_gene"
"ENSMUSG00000117996","19","ncRNA_gene"
"ENSMUSG00000117998","19","ncRNA_gene"
"ENSMUSG00000117999","18","pseudogene"
"ENSMUSG00000118000","19","ncRNA_gene"
"ENSMUSG00000118001","19","ncRNA_gene"
"ENSMUSG00000118002","18","ncRNA_gene"
"ENSMUSG00000118003","19","pseudogene"
"ENSMUSG00000118004","18","ncRNA_gene"
"ENSMUSG00000118005","19","ncRNA_gene"
"ENSMUSG00000118006","18","ncRNA_gene"
"ENSMUSG00000118007","17","ncRNA_gene"
"ENSMUSG00000118008","19","ncRNA_gene"
"ENSMUSG00000118009","19","pseudogene"
"ENSMUSG00000118010","17","ncRNA_gene"
"ENSMUSG00000118011","19","pseudogene"
"ENSMUSG00000118012","18","ncRNA_gene"
"ENSMUSG00000118013","18","ncRNA_gene"
"ENSMUSG00000118014","19","gene"
"ENSMUSG00000118015","18","ncRNA_gene"
"ENSMUSG00000118016","19","ncRNA_gene"
"ENSMUSG00000118017","18","ncRNA_gene"
"ENSMUSG00000118018","18","ncRNA_gene"
"ENSMUSG00000118020","19","ncRNA_gene"
"ENSMUSG00000118021","19","ncRNA_gene"
"ENSMUSG00000118022","18","pseudogene"
"ENSMUSG00000118023","19","pseudogene"
"ENSMUSG00000118024","18","ncRNA_gene"
"ENSMUSG00000118025","18","pseudogene"
"ENSMUSG00000118026","17","ncRNA_gene"
"ENSMUSG00000118027","19","ncRNA_gene"
"ENSMUSG00000118028","18","ncRNA_gene"
"ENSMUSG00000118029","19","gene"
"ENSMUSG00000118030","18","ncRNA_gene"
"ENSMUSG00000118031","19","ncRNA_gene"
"ENSMUSG00000118032","19","ncRNA_gene"
"ENSMUSG00000118033","19","ncRNA_gene"
"ENSMUSG00000118034","18","pseudogene"
"ENSMUSG00000118035","18","pseudogene"
"ENSMUSG00000118036","19","pseudogene"
"ENSMUSG00000118037","18","pseudogene"
"ENSMUSG00000118038","19","ncRNA_gene"
"ENSMUSG00000118039","18","gene"
"ENSMUSG00000118040","19","ncRNA_gene"
"ENSMUSG00000118041","18","pseudogene"
"ENSMUSG00000118042","18","ncRNA_gene"
"ENSMUSG00000118043","18","gene"
"ENSMUSG00000118044","19","pseudogene"
"ENSMUSG00000118045","18","ncRNA_gene"
"ENSMUSG00000118046","18","pseudogene"
"ENSMUSG00000118047","19","ncRNA_gene"
"ENSMUSG00000118048","19","pseudogene"
"ENSMUSG00000118049","17","ncRNA_gene"
"ENSMUSG00000118050","18","pseudogene"
"ENSMUSG00000118051","18","pseudogene"
"ENSMUSG00000118052","19","pseudogene"
"ENSMUSG00000118053","17","gene"
"ENSMUSG00000118054","18","pseudogene"
"ENSMUSG00000118055","19","pseudogene"
"ENSMUSG00000118056","18","ncRNA_gene"
"ENSMUSG00000118057","18","ncRNA_gene"
"ENSMUSG00000118058","18","pseudogene"
"ENSMUSG00000118059","19","pseudogene"
"ENSMUSG00000118060","18","ncRNA_gene"
"ENSMUSG00000118061","18","ncRNA_gene"
"ENSMUSG00000118062","19","pseudogene"
"ENSMUSG00000118063","18","pseudogene"
"ENSMUSG00000118064","19","ncRNA_gene"
"ENSMUSG00000118065","19","pseudogene"
"ENSMUSG00000118066","19","pseudogene"
"ENSMUSG00000118067","19","ncRNA_gene"
"ENSMUSG00000118068","17","ncRNA_gene"
"ENSMUSG00000118070","18","ncRNA_gene"
"ENSMUSG00000118071","17","ncRNA_gene"
"ENSMUSG00000118072","19","pseudogene"
"ENSMUSG00000118073","18","ncRNA_gene"
"ENSMUSG00000118074","18","pseudogene"
"ENSMUSG00000118075","18","ncRNA_gene"
"ENSMUSG00000118076","19","ncRNA_gene"
"ENSMUSG00000118077","19","ncRNA_gene"
"ENSMUSG00000118078","18","ncRNA_gene"
"ENSMUSG00000118079","19","ncRNA_gene"
"ENSMUSG00000118080","18","ncRNA_gene"
"ENSMUSG00000118081","17","ncRNA_gene"
"ENSMUSG00000118082","17","pseudogene"
"ENSMUSG00000118083","19","pseudogene"
"ENSMUSG00000118084","17","ncRNA_gene"
"ENSMUSG00000118085","18","ncRNA_gene"
"ENSMUSG00000118086","19","ncRNA_gene"
"ENSMUSG00000118087","19","ncRNA_gene"
"ENSMUSG00000118088","18","pseudogene"
"ENSMUSG00000118089","18","pseudogene"
"ENSMUSG00000118090","19","ncRNA_gene"
"ENSMUSG00000118091","18","pseudogene"
"ENSMUSG00000118092","19","ncRNA_gene"
"ENSMUSG00000118093","19","pseudogene"
"ENSMUSG00000118094","18","ncRNA_gene"
"ENSMUSG00000118096","19","pseudogene"
"ENSMUSG00000118097","18","pseudogene"
"ENSMUSG00000118098","19","pseudogene"
"ENSMUSG00000118099","19","ncRNA_gene"
"ENSMUSG00000118100","19","ncRNA_gene"
"ENSMUSG00000118101","18","ncRNA_gene"
"ENSMUSG00000118102","18","ncRNA_gene"
"ENSMUSG00000118103","18","ncRNA_gene"
"ENSMUSG00000118104","19","pseudogene"
"ENSMUSG00000118105","17","pseudogene"
"ENSMUSG00000118106","19","gene"
"ENSMUSG00000118107","17","ncRNA_gene"
"ENSMUSG00000118108","18","ncRNA_gene"
"ENSMUSG00000118109","19","ncRNA_gene"
"ENSMUSG00000118110","18","pseudogene"
"ENSMUSG00000118111","19","ncRNA_gene"
"ENSMUSG00000118112","18","pseudogene"
"ENSMUSG00000118113","18","ncRNA_gene"
"ENSMUSG00000118114","19","ncRNA_gene"
"ENSMUSG00000118115","19","pseudogene"
"ENSMUSG00000118116","18","pseudogene"
"ENSMUSG00000118117","18","ncRNA_gene"
"ENSMUSG00000118118","19","pseudogene"
"ENSMUSG00000118119","17","ncRNA_gene"
"ENSMUSG00000118120","18","ncRNA_gene"
"ENSMUSG00000118121","19","pseudogene"
"ENSMUSG00000118122","18","ncRNA_gene"
"ENSMUSG00000118123","19","gene"
"ENSMUSG00000118124","19","gene"
"ENSMUSG00000118125","19","gene"
"ENSMUSG00000118126","19","ncRNA_gene"
"ENSMUSG00000118127","19","ncRNA_gene"
"ENSMUSG00000118128","19","ncRNA_gene"
"ENSMUSG00000118129","19","pseudogene"
"ENSMUSG00000118130","18","pseudogene"
"ENSMUSG00000118131","18","gene"
"ENSMUSG00000118132","19","ncRNA_gene"
"ENSMUSG00000118133","18","pseudogene"
"ENSMUSG00000118134","18","ncRNA_gene"
"ENSMUSG00000118135","17","ncRNA_gene"
"ENSMUSG00000118136","17","ncRNA_gene"
"ENSMUSG00000118137","18","pseudogene"
"ENSMUSG00000118138","19","ncRNA_gene"
"ENSMUSG00000118139","18","ncRNA_gene"
"ENSMUSG00000118140","18","pseudogene"
"ENSMUSG00000118141","18","ncRNA_gene"
"ENSMUSG00000118142","19","pseudogene"
"ENSMUSG00000118143","18","pseudogene"
"ENSMUSG00000118144","18","pseudogene"
"ENSMUSG00000118145","18","pseudogene"
"ENSMUSG00000118146","19","pseudogene"
"ENSMUSG00000118147","17","ncRNA_gene"
"ENSMUSG00000118148","18","pseudogene"
"ENSMUSG00000118149","19","ncRNA_gene"
"ENSMUSG00000118150","19","ncRNA_gene"
"ENSMUSG00000118151","18","pseudogene"
"ENSMUSG00000118152","18","pseudogene"
"ENSMUSG00000118153","18","ncRNA_gene"
"ENSMUSG00000118154","18","ncRNA_gene"
"ENSMUSG00000118155","19","ncRNA_gene"
"ENSMUSG00000118156","18","pseudogene"
"ENSMUSG00000118157","17","ncRNA_gene"
"ENSMUSG00000118158","19","pseudogene"
"ENSMUSG00000118159","19","gene"
"ENSMUSG00000118160","18","pseudogene"
"ENSMUSG00000118161","17","pseudogene"
"ENSMUSG00000118162","18","pseudogene"
"ENSMUSG00000118163","18","ncRNA_gene"
"ENSMUSG00000118164","18","pseudogene"
"ENSMUSG00000118165","19","pseudogene"
"ENSMUSG00000118166","19","pseudogene"
"ENSMUSG00000118167","19","ncRNA_gene"
"ENSMUSG00000118168","19","ncRNA_gene"
"ENSMUSG00000118169","17","ncRNA_gene"
"ENSMUSG00000118170","18","ncRNA_gene"
"ENSMUSG00000118171","18","pseudogene"
"ENSMUSG00000118172","18","ncRNA_gene"
"ENSMUSG00000118173","19","ncRNA_gene"
"ENSMUSG00000118174","19","pseudogene"
"ENSMUSG00000118175","18","ncRNA_gene"
"ENSMUSG00000118176","18","pseudogene"
"ENSMUSG00000118177","18","pseudogene"
"ENSMUSG00000118178","19","ncRNA_gene"
"ENSMUSG00000118179","18","pseudogene"
"ENSMUSG00000118180","18","ncRNA_gene"
"ENSMUSG00000118181","19","ncRNA_gene"
"ENSMUSG00000118182","19","pseudogene"
"ENSMUSG00000118183","19","gene"
"ENSMUSG00000118184","18","pseudogene"
"ENSMUSG00000118185","18","pseudogene"
"ENSMUSG00000118186","18","pseudogene"
"ENSMUSG00000118187","18","pseudogene"
"ENSMUSG00000118188","18","pseudogene"
"ENSMUSG00000118189","18","pseudogene"
"ENSMUSG00000118190","19","ncRNA_gene"
"ENSMUSG00000118191","18","pseudogene"
"ENSMUSG00000118192","19","pseudogene"
"ENSMUSG00000118193","18","ncRNA_gene"
"ENSMUSG00000118194","19","pseudogene"
"ENSMUSG00000118195","18","pseudogene"
"ENSMUSG00000118196","19","ncRNA_gene"
"ENSMUSG00000118197","19","pseudogene"
"ENSMUSG00000118198","18","ncRNA_gene"
"ENSMUSG00000118199","18","pseudogene"
"ENSMUSG00000118200","18","ncRNA_gene"
"ENSMUSG00000118201","18","ncRNA_gene"
"ENSMUSG00000118202","18","ncRNA_gene"
"ENSMUSG00000118203","19","pseudogene"
"ENSMUSG00000118204","19","ncRNA_gene"
"ENSMUSG00000118205","17","gene"
"ENSMUSG00000118206","19","ncRNA_gene"
"ENSMUSG00000118207","19","ncRNA_gene"
"ENSMUSG00000118208","18","pseudogene"
"ENSMUSG00000118209","19","ncRNA_gene"
"ENSMUSG00000118210","19","ncRNA_gene"
"ENSMUSG00000118211","19","pseudogene"
"ENSMUSG00000118212","19","ncRNA_gene"
"ENSMUSG00000118213","19","pseudogene"
"ENSMUSG00000118214","18","ncRNA_gene"
"ENSMUSG00000118215","7","gene"
"ENSMUSG00000118216","18","ncRNA_gene"
"ENSMUSG00000118217","19","pseudogene"
